"Background information, ",Sex,1 = Man  ; 2 = Woman ; 3 =  Other,,Please note: The order is different than in our database regarding baseline and 1. follow-up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"habitation, education, ",Who do you live with? (You can choose one or several options.),1 = I live in my childhood home ; 2 = I live alone ; 3 =  I live with a room mate or in a shared flat ; 4 =  I live with my spouse/partner ; 5 = I live with a child/with children,,"Answer alternative 5 and the text ""you can choose one or several options"" were added after the pilot. The extra text was deleted before batch 5 but the function of choosing several answer alternatives still remained. ","Own question. Ideas from Eero Kajantie's study. The question is similar to ""Korkeakouluopiskelijoiden terveys- ja hyvinvointitutkimus""/University Student Health and Wellbeing Survey",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
illnesses,What education do you have? You can choose one or several options. ,1 = comprehensive school ; 2 = vocational school or similar ; 3 = technical institute qualification or similar ; 4 = upper secondary school ; 5 = university of applied sciences (polytechnic) ; 6 = institute of higher education or university ; 7= none of these,,,Education level is based on UNESCO ISCED coding. http://uis.unesco.org/sites/default/files/documents/international-standard-classification-of-education-isced-2011-en.pdf ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Where are you currently studying? You can choose one or several options. ,1 = comprehensive school ; 2 = vocational school or similar ; 3 = technical institute qualification or similar ; 4 = upper secondary school ; 5 = university of applied sciences (polytechnic) ; 6 = institute of higher education or university ; 7= none of these,,,Education level is based on UNESCO ISCED coding. http://uis.unesco.org/sites/default/files/documents/international-standard-classification-of-education-isced-2011-en.pdf ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,What are you currently doing? ,"1 = I am working ; 2 = I have a year off ; 3 = I am doing my military or non-military service ; 4 = I am on parental leave ; 5 = I am unemployed ; 6 = Something else; 0 = did not respond to this question: replied 1-6 on question ""Where are you currently studying? You can choose one or several options.""",,Pop up question for those who answer 7 in previous question,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,What else?,"text; 0 = did not respond to this question: replied 1-5 on question  ""What are you currently doing?"" or have a 0 on question ""What are you currently doing?""",,Pop up question (open question) for those who answer 6 in previous question. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Are you currently doing your military service?,1 = yes ; 2 = no; -88 = filled in the questionnaire before 14.9.2021 when this question was not included ,,,Own question,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Do you have any long-term disease? ,1=yes; 2=no; -88 = filled in the questionnaire before 26.1.2021 when this question was not included ,,,Own question,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,What disease?,"text; -88 = filled in the questionnaire before 26.1.2021 when this question was not included; 0 = filled in the questionnaire after 26.1.2021 and replied 2 on question ""Do you have any long-term disease?""",,Pop up question (open question) for those who answer 1 in previous question. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Body measures,"How tall are you? - If you are wearing shoes or a cap, please take them off. - Go and stand next to a wall with your back straight. - Keep your legs together, put your weight equally on both your feet and your heels against the wall. - Look straight forward. - Ask someone else to measure your height with the measuring tape from the floor to your head. Report your height in centimetres, without decimals. ",,,"open text, cm, no decimals",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"What is your waist circumference? - Lift or remove your shirt so that your stomach is bare. Check that your clothes are not too tight around your stomach. - Stand up straight, putting your weight equally on both your feet. - Do not suck in your stomach. - Now ask someone to measure around your waistline with the measuring tape like this: - Feel both your sides and the top part of your hip bones. There is a soft area above your hip bones, and above that you can feel your bottom ribs. Measure your waist midway between your hip bones and your ribs. - Hold the measuring tape horizontal. In other words, at the same level around your waist. The measuring tape should not be tight, but not too loose either. - Breathe calmly. Take the measurement when breathing out. Report your waist circumference in centimetres, without decimals. ",,,"open text, cm, no decimals. The instructions are the same as in previous Fin-HIT questionnaires , with small additions. The participant may ask someone to help with measuring. ","According to standard procedures, waist circumference is measured midway between the hip bones and the ribs. This is the case in most studies, e.g. the FinnTwin Study (contact person Eila Voipio). Our expert in the collaboration group, Prof. Johan Eriksson, also recommended this site of measurement.The instruction text is based on Duodecim/Terveyskirjasto (Finnish Health library) with small modifications: http://www.terveyskirjasto.fi/terveyskirjasto/tk.koti?p_artikkeli=dlk00890",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"How much do you weigh? Weigh yourself wearing underwear and a light shirt. Empty your pockets. If you do not have scales at home, you can weigh yourself in the nurse’s office, at a sports place or at a friend’s home. Report your weight in kilograms, without decimals.",,,"open text, kg, no decimals",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,When did you weigh yourself?,1 = I weighed myself today ; 2 = I weighed myself within the last month ; 3 = I guessed my weight ,,This question is included because we cannot be sure that the participant really weighs him-/herself,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Are you pregnant now?,,,"This question only for women and ""other"" sex","Own question, same as in the parents' baseline questionnaire",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Have you given birth during the last year?,,,"This question only for women and ""other"" sex","Own question, same as in the parents' baseline questionnaire",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,You can give feedback about the questions,,,Open question,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date,"Date when answering the questionnaire, section 2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Comments,Comments if answers have been modified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Meal patterns,How often do you usually eat the following meals on week days?,,,,"Own question: all meals included in one question. Ideas from the WHO HBSC (Health Behaviour in School-aged Children) study/“Hälsoverkstaden”, a Finnish school study",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Breakfast (other than a drink),1 = Rarely or never ; 2 = 1 day a week ; 3 = 2 days a week ; 4 = 3 days a week ; 5 = 4 days a week ; 6 = 5 days a week,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lunch,1 = Rarely or never ; 2 = 1 day a week ; 3 = 2 days a week ; 4 = 3 days a week ; 5 = 4 days a week ; 6 = 5 days a week,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Snack (other than a drink) ,1 = Rarely or never ; 2 = 1 day a week ; 3 = 2 days a week ; 4 = 3 days a week ; 5 = 4 days a week ; 6 = 5 days a week,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dinner,1 = Rarely or never ; 2 = 1 day a week ; 3 = 2 days a week ; 4 = 3 days a week ; 5 = 4 days a week ; 6 = 5 days a week,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Evening snack (other than a drink) ,1 = Rarely or never ; 2 = 1 day a week ; 3 = 2 days a week ; 4 = 3 days a week ; 5 = 4 days a week ; 6 = 5 days a week,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Special diets and allergies,Do you follow a special diet? You can choose one or several options. ,"1=lactose-free diet,2=gluten-free diet,3=diabetes diet,4=low-cholesterol diet,5=weight loss diet,6=food allergy,7=vegan diet (only plant-derived foods, no meat, dairy products or eggs),8=vegetarian diet (plant-derived foods, dairy products, eggs),9=other diet,10=I do not follow a special diet",,,THL's FinHealth study (FinTerveys) 2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,What food allergy/allergies do you have?,"text; 0 = replied other than 6 on question ""Do you follow a special diet? You can choose one or several options.""",,Pop up question (open question) for those who answer 6 in previous question (=special diet question),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,I have been vegan since year,"text; 0 = replied other than 7 on question ""Do you follow a special diet? You can choose one or several options.""",,Pop up question (open question asking for a year) for those who answer 7 in the special diet question,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,I have been vegetarian since year,"text; 0 = replied other than 8 on question ""Do you follow a special diet? You can choose one or several options.""",,Pop up question (open question asking for a year) for those who answer 8 in the special diet question,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,What other diet?,"text; 0 = replied other than 9 on question ""Do you follow a special diet? You can choose one or several options.""",,Pop up question (open question) for those who answer 9 in the special diet question,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FFQ,"Over the past 12 months, how often have you consumed the following foods or beverages? For each food and beverage, please mark one option that best describes your consumption frequency. If your usual portion is smaller or larger than the average portion size (mentioned on each row), take this into consideration and compensate by selecting a slightly smaller/greater frequency of consumption. If a food or beverage you often consume is not mentioned on this form, please write it down in the blank space following each food group.",,,"In column D, the food is mentioned first, the portion size directly after that","THL's FinHealth study (FinTerveys) 2017. Paalanen L, Männistö S, Virtanen MJ, Knekt P, Räsänen L, Montonen J, Pietinen P. Validity of a food frequency questionnaire varied by age and body mass index. J Clin Epidemiol. 2006 Sep;59(9):994-1001. Epub 2006 May 30.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Full fat milk glass,1 = none ;  2 = <1 times a month ; 3 = 1-3 times a month ; 4 = once a week ; 5 = 2-4 times a week ; 6 = 5-6 times a week ; 7 = once a day ; 8 = 2-3 times a day ; 9 =  4-5 times a day ; 10 =  6+ times a day,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Semi-skimmed or 1% milk (incl. HYLA, lactose free) glass",1 = none ;  2 = <1 times a month ; 3 = 1-3 times a month ; 4 = once a week ; 5 = 2-4 times a week ; 6 = 5-6 times a week ; 7 = once a day ; 8 = 2-3 times a day ; 9 =  4-5 times a day ; 10 =  6+ times a day,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Fat free milk (incl. HYLA, lactose free) glass",1 = none ;  2 = <1 times a month ; 3 = 1-3 times a month ; 4 = once a week ; 5 = 2-4 times a week ; 6 = 5-6 times a week ; 7 = once a day ; 8 = 2-3 times a day ; 9 =  4-5 times a day ; 10 =  6+ times a day,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sour milk glass,1 = none ;  2 = <1 times a month ; 3 = 1-3 times a month ; 4 = once a week ; 5 = 2-4 times a week ; 6 = 5-6 times a week ; 7 = once a day ; 8 = 2-3 times a day ; 9 =  4-5 times a day ; 10 =  6+ times a day,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Yoghurt, yoghurt drink or ’viili’ [sour whole milk] (at least 2% fat) pot/1 portion",1 = none ;  2 = <1 times a month ; 3 = 1-3 times a month ; 4 = once a week ; 5 = 2-4 times a week ; 6 = 5-6 times a week ; 7 = once a day ; 8 = 2-3 times a day ; 9 =  4-5 times a day ; 10 =  6+ times a day,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Low fat yoghurt or low fat ’viili’ [sour whole milk] (less than 2% fat) pot,1 = none ;  2 = <1 times a month ; 3 = 1-3 times a month ; 4 = once a week ; 5 = 2-4 times a week ; 6 = 5-6 times a week ; 7 = once a day ; 8 = 2-3 times a day ; 9 =  4-5 times a day ; 10 =  6+ times a day,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Quark 0.5 pot,1 = none ;  2 = <1 times a month ; 3 = 1-3 times a month ; 4 = once a week ; 5 = 2-4 times a week ; 6 = 5-6 times a week ; 7 = once a day ; 8 = 2-3 times a day ; 9 =  4-5 times a day ; 10 =  6+ times a day,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Cheese, hard (e.g. Edam, Emmental) 2 slices",1 = none ;  2 = <1 times a month ; 3 = 1-3 times a month ; 4 = once a week ; 5 = 2-4 times a week ; 6 = 5-6 times a week ; 7 = once a day ; 8 = 2-3 times a day ; 9 =  4-5 times a day ; 10 =  6+ times a day,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Cheese, hard and low fat (e.g. Edam 17, Polar 15) 2 slices",1 = none ;  2 = <1 times a month ; 3 = 1-3 times a month ; 4 = once a week ; 5 = 2-4 times a week ; 6 = 5-6 times a week ; 7 = once a day ; 8 = 2-3 times a day ; 9 =  4-5 times a day ; 10 =  6+ times a day,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cheese spread or cream cheese 1 tbsp,1 = none ;  2 = <1 times a month ; 3 = 1-3 times a month ; 4 = once a week ; 5 = 2-4 times a week ; 6 = 5-6 times a week ; 7 = once a day ; 8 = 2-3 times a day ; 9 =  4-5 times a day ; 10 =  6+ times a day,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Special cheeses (e.g. blue or white cheese, feta) 30 g",1 = none ;  2 = <1 times a month ; 3 = 1-3 times a month ; 4 = once a week ; 5 = 2-4 times a week ; 6 = 5-6 times a week ; 7 = once a day ; 8 = 2-3 times a day ; 9 =  4-5 times a day ; 10 =  6+ times a day,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cottage cheese 1 dl,1 = none ;  2 = <1 times a month ; 3 = 1-3 times a month ; 4 = once a week ; 5 = 2-4 times a week ; 6 = 5-6 times a week ; 7 = once a day ; 8 = 2-3 times a day ; 9 =  4-5 times a day ; 10 =  6+ times a day,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bread cheese [‘leipäjuusto’] 50 g,1 = none ;  2 = <1 times a month ; 3 = 1-3 times a month ; 4 = once a week ; 5 = 2-4 times a week ; 6 = 5-6 times a week ; 7 = once a day ; 8 = 2-3 times a day ; 9 =  4-5 times a day ; 10 =  6+ times a day,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Other dairy product,text; 0 = did not reply to this question,,Open question,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Portion size of other dairy product,text; 0 = did not reply to this question,,Pop up question (open question) for those who answer the previous question,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Consumption frequency of other dairy product,1 = none ;  2 = <1 times a month ; 3 = 1-3 times a month ; 4 = once a week ; 5 = 2-4 times a week ; 6 = 5-6 times a week ; 7 = once a day ; 8 = 2-3 times a day ; 9 =  4-5 times a day ; 10 =  6+ times a day; 0 = did not reply to this question,,Pop up question for those who answer the question before previous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Rye bread 1 slice,1 = none ;  2 = <1 times a month ; 3 = 1-3 times a month ; 4 = once a week ; 5 = 2-4 times a week ; 6 = 5-6 times a week ; 7 = once a day ; 8 = 2-3 times a day ; 9 =  4-5 times a day ; 10 =  6+ times a day,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Multigrain bread, graham roll or toast 1 slice/1 pc",1 = none ;  2 = <1 times a month ; 3 = 1-3 times a month ; 4 = once a week ; 5 = 2-4 times a week ; 6 = 5-6 times a week ; 7 = once a day ; 8 = 2-3 times a day ; 9 =  4-5 times a day ; 10 =  6+ times a day,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"French bread, baguette or other white wheat bread 1 slice/1 pc",1 = none ;  2 = <1 times a month ; 3 = 1-3 times a month ; 4 = once a week ; 5 = 2-4 times a week ; 6 = 5-6 times a week ; 7 = once a day ; 8 = 2-3 times a day ; 9 =  4-5 times a day ; 10 =  6+ times a day,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Crispbread or rye crisp 1 pc,1 = none ;  2 = <1 times a month ; 3 = 1-3 times a month ; 4 = once a week ; 5 = 2-4 times a week ; 6 = 5-6 times a week ; 7 = once a day ; 8 = 2-3 times a day ; 9 =  4-5 times a day ; 10 =  6+ times a day,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Gluten free breads or bakery products 1 slice/1 pc,1 = none ;  2 = <1 times a month ; 3 = 1-3 times a month ; 4 = once a week ; 5 = 2-4 times a week ; 6 = 5-6 times a week ; 7 = once a day ; 8 = 2-3 times a day ; 9 =  4-5 times a day ; 10 =  6+ times a day,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Porridge or gruel plateful,1 = none ;  2 = <1 times a month ; 3 = 1-3 times a month ; 4 = once a week ; 5 = 2-4 times a week ; 6 = 5-6 times a week ; 7 = once a day ; 8 = 2-3 times a day ; 9 =  4-5 times a day ; 10 =  6+ times a day,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Breakfast cereal or Weetabix plateful,1 = none ;  2 = <1 times a month ; 3 = 1-3 times a month ; 4 = once a week ; 5 = 2-4 times a week ; 6 = 5-6 times a week ; 7 = once a day ; 8 = 2-3 times a day ; 9 =  4-5 times a day ; 10 =  6+ times a day,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
